Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
nnn.atn,900,696,275,900,0.3509,0.3354,0.4184,0.3056,0.3056
nnc.atn,900,696,392,900,0.5282,0.5313,0.5877,0.4356,0.4356
ntc.atn,900,696,414,900,0.5562,0.5610,0.6258,0.4600,0.4600
ntn.atn,900,696,366,900,0.4970,0.5019,0.5643,0.4067,0.4067
lnn.atn,900,696,350,900,0.4907,0.4893,0.5386,0.3889,0.3889
ltn.atn,900,696,400,900,0.5393,0.5501,0.6137,0.4444,0.4444
ltc.atn,900,696,436,900,0.5737,0.5884,0.6601,0.4844,0.4844
lnc.atn,900,696,415,900,0.5613,0.5713,0.6294,0.4611,0.4611
bnn.atn,900,696,360,900,0.4997,0.4977,0.5582,0.4000,0.4000
btc.atn,900,696,429,900,0.5692,0.5856,0.6519,0.4767,0.4767
btn.atn,900,696,396,900,0.5406,0.5467,0.6115,0.4400,0.4400
bnc.atn,900,696,406,900,0.5595,0.5711,0.6162,0.4511,0.4511
atc.atn,900,696,401,900,0.5423,0.5467,0.6120,0.4456,0.4456
atn.atn,900,696,392,900,0.5258,0.5415,0.6094,0.4356,0.4356
anc.atn,900,696,385,900,0.5364,0.5507,0.5907,0.4278,0.4278
ann.atn,900,696,366,900,0.5134,0.5214,0.5676,0.4067,0.4067
nnn.anc,900,696,78,900,0.0898,0.0774,0.1108,0.0867,0.0867
nnc.anc,900,696,244,900,0.3198,0.2787,0.3610,0.2711,0.2711
ntc.anc,900,696,376,899,0.5153,0.5183,0.5692,0.4178,0.4186
ntn.anc,900,696,275,900,0.3509,0.3354,0.4184,0.3056,0.3056
lnn.anc,900,696,216,900,0.2599,0.2270,0.3215,0.2400,0.2400
ltn.anc,900,696,350,900,0.4907,0.4893,0.5386,0.3889,0.3889
ltc.anc,900,696,405,900,0.5530,0.5594,0.6118,0.4500,0.4500
lnc.anc,900,696,300,900,0.4154,0.3846,0.4555,0.3333,0.3333
bnn.anc,900,696,267,900,0.3310,0.3061,0.4039,0.2967,0.2967
btc.anc,900,696,400,900,0.5460,0.5507,0.6022,0.4444,0.4444
btn.anc,900,696,360,900,0.4997,0.4977,0.5582,0.4000,0.4000
bnc.anc,900,696,299,900,0.4084,0.3827,0.4538,0.3322,0.3322
atc.anc,900,696,380,900,0.5270,0.5262,0.5766,0.4222,0.4222
atn.anc,900,696,366,900,0.5134,0.5214,0.5676,0.4067,0.4067
anc.anc,900,696,284,900,0.3808,0.3526,0.4313,0.3156,0.3156
ann.anc,900,696,291,900,0.3859,0.3763,0.4348,0.3233,0.3233
nnn.ann,900,696,78,900,0.0888,0.0774,0.1108,0.0867,0.0867
nnc.ann,900,696,244,900,0.3198,0.2787,0.3610,0.2711,0.2711
ntc.ann,900,696,376,899,0.5153,0.5183,0.5692,0.4178,0.4186
ntn.ann,900,696,275,900,0.3509,0.3354,0.4184,0.3056,0.3056
lnn.ann,900,696,216,900,0.2600,0.2269,0.3215,0.2400,0.2400
ltn.ann,900,696,350,900,0.4907,0.4893,0.5386,0.3889,0.3889
ltc.ann,900,696,405,900,0.5530,0.5594,0.6118,0.4500,0.4500
lnc.ann,900,696,300,900,0.4154,0.3846,0.4555,0.3333,0.3333
bnn.ann,900,696,267,900,0.3311,0.3061,0.4039,0.2967,0.2967
btc.ann,900,696,400,900,0.5460,0.5507,0.6022,0.4444,0.4444
btn.ann,900,696,360,900,0.4997,0.4977,0.5582,0.4000,0.4000
bnc.ann,900,696,299,900,0.4084,0.3827,0.4538,0.3322,0.3322
atc.ann,900,696,380,900,0.5270,0.5262,0.5766,0.4222,0.4222
atn.ann,900,696,366,900,0.5134,0.5214,0.5676,0.4067,0.4067
anc.ann,900,696,284,900,0.3808,0.3526,0.4313,0.3156,0.3156
ann.ann,900,696,291,900,0.3858,0.3762,0.4348,0.3233,0.3233
