Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ltn.bnn,6750,1837,877,6321,0.3604,0.3541,0.5319,0.1299,0.1660
ltc.bnn,6750,1837,997,6066,0.4227,0.4155,0.6017,0.1477,0.2105
lnc.bnn,6750,1837,826,6337,0.3392,0.3232,0.5143,0.1224,0.1564
bnn.bnn,6750,1837,624,6600,0.2218,0.2057,0.3733,0.0924,0.1070
btc.bnn,6750,1837,967,6117,0.4024,0.3969,0.5909,0.1433,0.2012
btn.bnn,6750,1837,890,6270,0.3678,0.3619,0.5406,0.1319,0.1724
bnc.bnn,6750,1837,800,6367,0.3243,0.3088,0.4998,0.1185,0.1491
atc.bnn,6750,1837,890,6240,0.3675,0.3578,0.5481,0.1319,0.1765
atn.bnn,6750,1837,879,6207,0.3877,0.3773,0.5440,0.1302,0.1827
anc.bnn,6750,1837,714,6471,0.2828,0.2705,0.4524,0.1058,0.1240
ann.bnn,6750,1837,731,6513,0.2859,0.2714,0.4460,0.1083,0.1336
nnn.btc,6750,1837,684,6581,0.2209,0.2079,0.4155,0.1013,0.1110
nnc.btc,6750,1837,993,6095,0.4094,0.4017,0.6058,0.1471,0.2059
ntc.btc,6750,1837,1041,6045,0.4346,0.4317,0.6230,0.1542,0.2187
ntn.btc,6750,1837,896,6347,0.3509,0.3463,0.5428,0.1327,0.1650
lnn.btc,6750,1837,877,6321,0.3604,0.3541,0.5319,0.1299,0.1660
ltn.btc,6750,1837,958,6181,0.3972,0.3926,0.5763,0.1419,0.1890
ltc.btc,6750,1837,1018,5973,0.4386,0.4326,0.6160,0.1508,0.2207
lnc.btc,6750,1837,1026,6006,0.4506,0.4482,0.6240,0.1520,0.2244
bnn.btc,6750,1837,890,6270,0.3678,0.3619,0.5406,0.1319,0.1724
btc.btc,6750,1837,997,6013,0.4211,0.4163,0.6048,0.1477,0.2118
btn.btc,6750,1837,937,6155,0.3927,0.3882,0.5688,0.1388,0.1875
bnc.btc,6750,1837,1005,6031,0.4400,0.4380,0.6124,0.1489,0.2199
atc.btc,6750,1837,910,6120,0.3855,0.3781,0.5591,0.1348,0.1884
atn.btc,6750,1837,887,6113,0.3820,0.3713,0.5474,0.1314,0.1889
anc.btc,6750,1837,931,6149,0.4056,0.3983,0.5700,0.1379,0.1953
ann.btc,6750,1837,879,6207,0.3877,0.3773,0.5440,0.1302,0.1827
nnn.btn,6750,1837,684,6581,0.2209,0.2079,0.4155,0.1013,0.1110
nnc.btn,6750,1837,993,6095,0.4094,0.4017,0.6058,0.1471,0.2059
ntc.btn,6750,1837,1041,6045,0.4346,0.4317,0.6230,0.1542,0.2187
ntn.btn,6750,1837,896,6347,0.3509,0.3463,0.5428,0.1327,0.1650
lnn.btn,6750,1837,877,6321,0.3604,0.3541,0.5319,0.1299,0.1660
ltn.btn,6750,1837,958,6181,0.3972,0.3926,0.5763,0.1419,0.1890
ltc.btn,6750,1837,1018,5973,0.4386,0.4326,0.6160,0.1508,0.2207
lnc.btn,6750,1837,1026,6006,0.4506,0.4482,0.6240,0.1520,0.2244
bnn.btn,6750,1837,890,6270,0.3678,0.3619,0.5406,0.1319,0.1724
btc.btn,6750,1837,997,6013,0.4211,0.4163,0.6048,0.1477,0.2118
btn.btn,6750,1837,937,6155,0.3927,0.3882,0.5688,0.1388,0.1875
bnc.btn,6750,1837,1005,6031,0.4400,0.4380,0.6124,0.1489,0.2199
atc.btn,6750,1837,910,6120,0.3855,0.3781,0.5591,0.1348,0.1884
atn.btn,6750,1837,887,6113,0.3820,0.3713,0.5474,0.1314,0.1889
anc.btn,6750,1837,931,6149,0.4056,0.3983,0.5700,0.1379,0.1953
ann.btn,6750,1837,879,6207,0.3877,0.3773,0.5440,0.1302,0.1827
nnn.bnc,6750,1837,192,6750,0.0469,0.0411,0.1118,0.0284,0.0284
nnc.bnc,6750,1837,716,6490,0.2939,0.2785,0.4442,0.1061,0.1260
ntc.bnc,6750,1837,961,6254,0.4050,0.3968,0.5717,0.1424,0.1861
