Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ntc.bnc,3375,1837,747,3230,0.4050,0.3968,0.4580,0.2213,0.2517
ntn.bnc,3375,1837,496,3346,0.2209,0.2079,0.3168,0.1470,0.1525
lnn.bnc,3375,1837,390,3348,0.1735,0.1571,0.2383,0.1156,0.1203
ltn.bnc,3375,1837,695,3259,0.3604,0.3541,0.4384,0.2059,0.2301
ltc.bnc,3375,1837,782,3178,0.4227,0.4155,0.4909,0.2317,0.2747
lnc.bnc,3375,1837,643,3261,0.3392,0.3232,0.4180,0.1905,0.2152
bnn.bnc,3375,1837,466,3332,0.2218,0.2057,0.2908,0.1381,0.1492
btc.bnc,3375,1837,759,3192,0.4024,0.3969,0.4819,0.2249,0.2651
btn.bnc,3375,1837,689,3250,0.3678,0.3619,0.4363,0.2041,0.2307
bnc.bnc,3375,1837,614,3267,0.3243,0.3088,0.3958,0.1819,0.2039
atc.bnc,3375,1837,678,3230,0.3675,0.3578,0.4378,0.2009,0.2326
atn.bnc,3375,1837,696,3215,0.3877,0.3773,0.4431,0.2062,0.2443
anc.bnc,3375,1837,546,3305,0.2828,0.2705,0.3520,0.1618,0.1740
ann.bnc,3375,1837,554,3293,0.2859,0.2714,0.3504,0.1641,0.1847
nnn.atc,3375,1837,506,3340,0.2249,0.2111,0.3235,0.1499,0.1560
nnc.atc,3375,1837,765,3193,0.4111,0.4033,0.4835,0.2267,0.2682
ntc.atc,3375,1837,817,3190,0.4355,0.4320,0.5079,0.2421,0.2853
ntn.atc,3375,1837,688,3265,0.3531,0.3478,0.4377,0.2039,0.2254
lnn.atc,3375,1837,692,3260,0.3600,0.3535,0.4366,0.2050,0.2290
ltn.atc,3375,1837,744,3233,0.3977,0.3934,0.4716,0.2204,0.2501
ltc.atc,3375,1837,816,3159,0.4386,0.4326,0.5156,0.2418,0.2885
lnc.atc,3375,1837,819,3154,0.4508,0.4482,0.5123,0.2427,0.2956
bnn.atc,3375,1837,690,3251,0.3683,0.3615,0.4379,0.2044,0.2310
btc.atc,3375,1837,792,3174,0.4221,0.4172,0.5031,0.2347,0.2777
btn.atc,3375,1837,728,3228,0.3919,0.3875,0.4624,0.2157,0.2456
bnc.atc,3375,1837,798,3160,0.4405,0.4382,0.5029,0.2364,0.2884
atc.atc,3375,1837,710,3207,0.3858,0.3779,0.4606,0.2104,0.2459
atn.atc,3375,1837,699,3200,0.3815,0.3712,0.4547,0.2071,0.2460
anc.atc,3375,1837,734,3186,0.4056,0.3986,0.4741,0.2175,0.2601
ann.atc,3375,1837,694,3216,0.3866,0.3755,0.4422,0.2056,0.2432
nnn.atn,3375,1837,506,3340,0.2249,0.2111,0.3235,0.1499,0.1560
nnc.atn,3375,1837,765,3193,0.4111,0.4033,0.4835,0.2267,0.2682
ntc.atn,3375,1837,817,3190,0.4355,0.4320,0.5079,0.2421,0.2853
ntn.atn,3375,1837,688,3265,0.3531,0.3478,0.4377,0.2039,0.2254
lnn.atn,3375,1837,692,3260,0.3600,0.3535,0.4366,0.2050,0.2290
ltn.atn,3375,1837,744,3233,0.3977,0.3934,0.4716,0.2204,0.2501
ltc.atn,3375,1837,816,3159,0.4386,0.4326,0.5156,0.2418,0.2885
lnc.atn,3375,1837,819,3154,0.4508,0.4482,0.5123,0.2427,0.2956
bnn.atn,3375,1837,690,3251,0.3683,0.3615,0.4379,0.2044,0.2310
btc.atn,3375,1837,792,3174,0.4221,0.4172,0.5031,0.2347,0.2777
btn.atn,3375,1837,728,3228,0.3919,0.3875,0.4624,0.2157,0.2456
bnc.atn,3375,1837,798,3160,0.4405,0.4382,0.5029,0.2364,0.2884
atc.atn,3375,1837,710,3207,0.3858,0.3779,0.4606,0.2104,0.2459
atn.atn,3375,1837,699,3200,0.3815,0.3712,0.4547,0.2071,0.2460
anc.atn,3375,1837,734,3186,0.4056,0.3986,0.4741,0.2175,0.2601
ann.atn,3375,1837,694,3216,0.3866,0.3755,0.4422,0.2056,0.2432
nnn.anc,3375,1837,117,3375,0.0473,0.0416,0.0711,0.0347,0.0347
nnc.anc,3375,1837,560,3299,0.2983,0.2843,0.3618,0.1659,0.1811
ntc.anc,3375,1837,752,3232,0.4078,0.3995,0.4612,0.2228,0.2523
ntn.anc,3375,1837,506,3340,0.2249,0.2111,0.3235,0.1499,0.1560
lnn.anc,3375,1837,390,3348,0.1739,0.1586,0.2388,0.1156,0.1203
ltn.anc,3375,1837,692,3260,0.3600,0.3535,0.4366,0.2050,0.2290
ltc.anc,3375,1837,785,3181,0.4232,0.4166,0.4921,0.2326,0.2746
lnc.anc,3375,1837,646,3257,0.3393,0.3248,0.4192,0.1914,0.2168
bnn.anc,3375,1837,464,3332,0.2224,0.2071,0.2893,0.1375,0.1486
btc.anc,3375,1837,755,3189,0.4032,0.3972,0.4798,0.2237,0.2658
btn.anc,3375,1837,690,3251,0.3683,0.3615,0.4379,0.2044,0.2310
bnc.anc,3375,1837,616,3261,0.3263,0.3104,0.3991,0.1825,0.2049
atc.anc,3375,1837,676,3232,0.3701,0.3600,0.4375,0.2003,0.2319
atn.anc,3375,1837,694,3216,0.3866,0.3755,0.4422,0.2056,0.2432
anc.anc,3375,1837,551,3306,0.2857,0.2740,0.3557,0.1633,0.1754
ann.anc,3375,1837,546,3292,0.2869,0.2719,0.3448,0.1618,0.1827
nnn.ann,3375,1837,120,3375,0.0475,0.0417,0.0730,0.0356,0.0356
nnc.ann,3375,1837,560,3299,0.2983,0.2843,0.3618,0.1659,0.1811
ntc.ann,3375,1837,752,3232,0.4078,0.3995,0.4612,0.2228,0.2523
ntn.ann,3375,1837,506,3340,0.2249,0.2111,0.3235,0.1499,0.1560
lnn.ann,3375,1837,390,3348,0.1739,0.1586,0.2388,0.1156,0.1203
ltn.ann,3375,1837,692,3260,0.3600,0.3535,0.4366,0.2050,0.2290
ltc.ann,3375,1837,785,3181,0.4232,0.4166,0.4921,0.2326,0.2746
lnc.ann,3375,1837,646,3257,0.3393,0.3248,0.4192,0.1914,0.2168
bnn.ann,3375,1837,464,3332,0.2224,0.2071,0.2893,0.1375,0.1486
btc.ann,3375,1837,755,3189,0.4032,0.3972,0.4798,0.2237,0.2658
btn.ann,3375,1837,690,3251,0.3683,0.3615,0.4379,0.2044,0.2310
bnc.ann,3375,1837,616,3261,0.3263,0.3104,0.3991,0.1825,0.2049
atc.ann,3375,1837,676,3232,0.3701,0.3600,0.4375,0.2003,0.2319
atn.ann,3375,1837,694,3216,0.3866,0.3755,0.4422,0.2056,0.2432
anc.ann,3375,1837,551,3306,0.2857,0.2740,0.3557,0.1633,0.1754
ann.ann,3375,1837,546,3292,0.2870,0.2720,0.3448,0.1618,0.1827
